,itemid,comment_id,comment_all,word,datamonth
118,10050303289,279212024419,正品，物超所值，包装好、物流快,正品#=，#=物超所值#=，#=包装#=好#=、#=物流#=快,201607
119,10050303289,278826000412,第一次帮人买，今次也是帮人买，据反映，很好用。,第一次#=帮人#=买#=，#=今次#=也#=是#=帮人#=买#=，#=据#=反映#=，#=很#=好#=用#=。,201607
120,10050303289,266638646412,包装很严实，还送了刀具套装，谢谢店主，用后再追评,包装#=很#=严实#=，#=还#=送#=了#=刀具#=套装#=，#=谢谢#=店主#=，#=用后#=再#=追评,201603
121,10050303289,272954696673,还可以,还#=可以,201605
122,10050303289,309070150972,先好评吧 帮别人买的 不知道质量怎么样,先#=好评#=吧#= #=帮别人#=买#=的#= #=不#=知道#=质量#=怎么样,201704
123,10050303289,283933866197,好,好,201609
124,10050303289,283517157101,昨晚宝贝就到了 今天早上 迫不及待拿来用  真的不错不错,昨晚#=宝贝#=就#=到#=了#= #=今天#=早上#= #=迫不及待#=拿来#=用#= #= #=真的#=不错#=不错,201608
125,10050303289,275099915943,声音太大但打得还行吧,声音#=太大#=但#=打得#=还行#=吧,201606
126,10050303289,271647475082,此用户没有填写评论!,此#=用户#=没有#=填写#=评论#=!,201605
127,10050303289,271647475082,此用户没有填写评论!,此#=用户#=没有#=填写#=评论#=!,201605
128,10050303289,292312123212,好的,好#=的,201611
129,10050303289,267883092577,挺好！用了感觉不错！,挺#=好#=！#=用#=了#=感觉#=不错#=！,201603
130,10050303289,301156244491,好评五星,好评#=五星,201702
131,10050303289,302375122545,一贯好评习惯了，本来是想退的，又嫌麻烦，实物和图片不符，真是佩服卖家了。,一贯#=好评#=习惯#=了#=，#=本来#=是#=想#=退#=的#=，#=又#=嫌#=麻烦#=，#=实物#=和#=图片#=不符#=，#=真是#=佩服#=卖家#=了#=。,201702
132,10050303289,308597269334,还不错，就是连续转几十秒后，有一股淡淡的塑料味。,还#=不错#=，#=就是#=连续#=转#=几十秒#=后#=，#=有#=一股#=淡淡的#=塑料#=味#=。,201704
133,10050303289,277409559706,宝贝挺好的。,宝贝#=挺#=好#=的#=。,201606
134,10050303289,282713605000,差评  一点度不好用 噪音太大了,差评#= #= #=一点#=度#=不好#=用#= #=噪音#=太大#=了,201608
135,10050303289,272500569218,非常好！,非常#=好#=！,201605
136,10050303289,266383167241,宝贝非常正规，有发票，有保修卡，还送了一套赠品~,宝贝#=非常#=正规#=，#=有#=发票#=，#=有#=保修卡#=，#=还#=送#=了#=一套#=赠品#=~,201603
137,10050303289,276164320264,看起来还不错，还没试,看起来#=还#=不错#=，#=还#=没试,201606
138,10050303289,288464639636,用着很不错。注意水的温度就行。 卖家服务还可以。,用#=着#=很#=不错#=。#=注意#=水#=的#=温度#=就行#=。#= #=卖家#=服务#=还#=可以#=。,201610
139,10050303289,303613175039,还没用，用了再来追评吧,还#=没用#=，#=用#=了#=再#=来#=追评#=吧,201703
140,10050303289,305174213236,不太满意和超市比稍贵点,不太#=满意#=和#=超市#=比#=稍#=贵点,201703
141,10050303289,285226586549,很好用，还很便宜，,很#=好#=用#=，#=还#=很#=便宜#=，,201609
142,10050303289,280755010106,帮朋友买的第三个了，质量不错，很实用,帮#=朋友#=买#=的#=第三个#=了#=，#=质量#=不错#=，#=很#=实用,201607
143,10050303289,291121841326,物流很快,物流#=很快,201611
144,10050303289,267843040836,不错,不错,201603
145,10050303289,305063844720,还没用，用完了再来追评！,还#=没用#=，#=用#=完#=了#=再#=来#=追评#=！,201703
146,10050303289,288464639636,用着很不错。注意水的温度就行。 卖家服务还可以。,用#=着#=很#=不错#=。#=注意#=水#=的#=温度#=就行#=。#= #=卖家#=服务#=还#=可以#=。,201610
147,10050303289,305036118158,虽然罐子有点瑕疵，售后的星星服务还是不错的，又给我重新发了个,虽然#=罐子#=有点#=瑕疵#=，#=售后#=的#=星星#=服务#=还是#=不错#=的#=，#=又#=给#=我#=重新#=发了#=个,201703
148,10050303289,274170933354,声音有点大，不过外观好看，使用方便。给个赞,声音#=有点#=大#=，#=不过#=外观#=好看#=，#=使用方便#=。#=给#=个#=赞,201605
149,10050303289,277099652972,东西挺好的，就是不太会做，慢慢学吧,东西#=挺#=好#=的#=，#=就是#=不太会#=做#=，#=慢慢#=学吧,201606
150,10050303289,277426208340,应该还好吧，帮老妈同事买的。,应该#=还好#=吧#=，#=帮#=老妈#=同事#=买#=的#=。,201606
151,10050303289,310187100786,可以,可以,201705
152,10050303289,309070150972,先好评吧 帮别人买的 不知道质量怎么样,先#=好评#=吧#= #=帮别人#=买#=的#= #=不#=知道#=质量#=怎么样,201704
153,10050303289,275775743322,收到了，已经使用，很好，就是声音大了点。夏天到了，可以自己弄芒果冰沙喝了,收到#=了#=，#=已经#=使用#=，#=很#=好#=，#=就是#=声音#=大#=了#=点#=。#=夏天#=到#=了#=，#=可以#=自己#=弄#=芒果#=冰沙#=喝#=了,201606
154,10050303289,273460248902,收货挺快的，包装也很好，马上试试，挺好咯！好评！,收货#=挺快#=的#=，#=包装#=也#=很#=好#=，#=马上#=试试#=，#=挺#=好#=咯#=！#=好评#=！,201605
155,10050303289,276934015349,东西收到了，打了牛奶苹果汁，磨了芝麻粉，不错，很好！主要为了以后宝宝辅食，希望以后不会出现问题哦！,东西#=收到#=了#=，#=打#=了#=牛奶#=苹果汁#=，#=磨#=了#=芝麻#=粉#=，#=不错#=，#=很#=好#=！#=主要#=为了#=以后#=宝宝#=辅食#=，#=希望#=以后#=不会#=出现#=问题#=哦#=！,201606
156,10050303289,276797604476,还行吧，这价钱可以了,还行#=吧#=，#=这#=价钱#=可以#=了,201606
157,10050303289,280592910245,还不错,还#=不错,201607
